# data to see the effect of the paramenter N_tilde on the population
# size in simulations with spatial algorithm
#
# N_tilde: constant at 10000
# fitness: static increasing
# number of genotipic classes: 4
# resolution of the 'world': 16
# 
t,N_tilde,N
0.02,10000,9962.0
0.04,10000,9964.0
0.06,10000,9901.0
0.08,10000,9868.0
0.1,10000,9867.0
0.12000000000000001,10000,9888.0
0.14,10000,9909.0
0.16,10000,9865.0
0.18,10000,9822.0
0.19999999999999998,10000,9808.0
0.21999999999999997,10000,9814.0
0.23999999999999996,10000,9767.0
0.25999999999999995,10000,9782.0
0.27999999999999997,10000,9783.0
0.3,10000,9780.0
0.32,10000,9768.0
0.34,10000,9765.0
0.36000000000000004,10000,9747.0
0.38000000000000006,10000,9757.0
0.4000000000000001,10000,9738.0
0.4200000000000001,10000,9687.0
0.4400000000000001,10000,9721.0
0.46000000000000013,10000,9725.0
0.48000000000000015,10000,9699.0
0.5000000000000001,10000,9718.0
0.5200000000000001,10000,9761.0
0.5400000000000001,10000,9789.0
0.5600000000000002,10000,9784.0
0.5800000000000002,10000,9784.0
0.6000000000000002,10000,9796.0
0.6200000000000002,10000,9789.0
0.6400000000000002,10000,9786.0
0.6600000000000003,10000,9798.0
0.6800000000000003,10000,9824.0
0.7000000000000003,10000,9823.0
0.7200000000000003,10000,9804.0
0.7400000000000003,10000,9841.0
0.7600000000000003,10000,9829.0
0.7800000000000004,10000,9817.0
0.8000000000000004,10000,9822.0
0.8200000000000004,10000,9815.0
0.8400000000000004,10000,9802.0
0.8600000000000004,10000,9817.0
0.8800000000000004,10000,9858.0
0.9000000000000005,10000,9865.0
0.9200000000000005,10000,9841.0
0.9400000000000005,10000,9829.0
0.9600000000000005,10000,9843.0
0.9800000000000005,10000,9817.0
1.0000000000000004,10000,9831.0
1.0200000000000005,10000,9818.0
1.0400000000000005,10000,9825.0
1.0600000000000005,10000,9872.0
1.0800000000000005,10000,9872.0
1.1000000000000005,10000,9882.0
1.1200000000000006,10000,9882.0
1.1400000000000006,10000,9875.0
1.1600000000000006,10000,9867.0
1.1800000000000006,10000,9894.0
1.2000000000000006,10000,9893.0
1.2200000000000006,10000,9872.0
1.2400000000000007,10000,9886.0
1.2600000000000007,10000,9897.0
1.2800000000000007,10000,9882.0
1.3000000000000007,10000,9893.0
1.3200000000000007,10000,9914.0
1.3400000000000007,10000,9942.0
1.3600000000000008,10000,9938.0
1.3800000000000008,10000,9981.0
1.4000000000000008,10000,10006.0
1.4200000000000008,10000,10027.0
1.4400000000000008,10000,10029.0
1.4600000000000009,10000,10027.0
1.4800000000000009,10000,10045.0
1.5000000000000009,10000,10042.0
1.520000000000001,10000,10018.0
1.540000000000001,10000,9999.0
1.560000000000001,10000,9977.0
1.580000000000001,10000,9979.0
1.600000000000001,10000,9977.0
1.620000000000001,10000,9979.0
1.640000000000001,10000,9993.0
1.660000000000001,10000,10011.0
