# data to see the effect of the paramenter N_tilde on the population
# size in simulations with dynamic population
#
# N_tilde: constant at 10000
# fitness: static increasing
# number of genotipic classes: 4
# 
t,N_tile,N
2.096393914135229,10000,9892.0
2.116393914135229,10000,9885.0
2.136393914135229,10000,9903.0
2.156393914135229,10000,9912.0
2.176393914135229,10000,9885.0
2.196393914135229,10000,9932.0
2.216393914135229,10000,9944.0
2.236393914135229,10000,9950.0
2.256393914135229,10000,9940.0
2.276393914135229,10000,9936.0
2.296393914135229,10000,9926.0
2.316393914135229,10000,9952.0
2.336393914135229,10000,9968.0
2.356393914135229,10000,9980.0
2.376393914135229,10000,9974.0
2.396393914135229,10000,9971.0
2.416393914135229,10000,9961.0
2.436393914135229,10000,9997.0
2.456393914135229,10000,9969.0
2.476393914135229,10000,9998.0
2.496393914135229,10000,9985.0
2.516393914135229,10000,9976.0
2.536393914135229,10000,10001.0
2.556393914135229,10000,10017.0
2.5763939141352292,10000,10000.0
2.5963939141352292,10000,10003.0
2.6163939141352293,10000,9989.0
2.6363939141352293,10000,10014.0
2.6563939141352293,10000,9986.0
2.6763939141352293,10000,9979.0
2.6963939141352293,10000,9958.0
2.7163939141352293,10000,10007.0
2.7363939141352294,10000,10029.0
2.7563939141352294,10000,10031.0
2.7763939141352294,10000,10048.0
2.7963939141352294,10000,10040.0
2.8163939141352294,10000,10012.0
2.8363939141352295,10000,10026.0
2.8563939141352295,10000,9987.0
2.8763939141352295,10000,10015.0
2.8963939141352295,10000,10021.0
2.9163939141352295,10000,10032.0
2.9363939141352295,10000,10001.0
2.9563939141352296,10000,9994.0
2.9763939141352296,10000,9994.0
2.9963939141352296,10000,10003.0
3.0163939141352296,10000,10038.0
3.0363939141352296,10000,10045.0
3.0563939141352297,10000,10059.0
3.0763939141352297,10000,10078.0
3.0963939141352297,10000,10089.0
3.1163939141352297,10000,10066.0
3.1363939141352297,10000,10080.0
3.1563939141352297,10000,10082.0
3.1763939141352298,10000,10044.0
3.1963939141352298,10000,10058.0
3.21639391413523,10000,10047.0
3.23639391413523,10000,10039.0
3.25639391413523,10000,10037.0
3.27639391413523,10000,10036.0
3.29639391413523,10000,10014.0
3.31639391413523,10000,9995.0
3.33639391413523,10000,10007.0
3.35639391413523,10000,9991.0
3.37639391413523,10000,9967.0
3.39639391413523,10000,9982.0
3.41639391413523,10000,10008.0
3.43639391413523,10000,9992.0
3.45639391413523,10000,9994.0
3.47639391413523,10000,9988.0
3.49639391413523,10000,9999.0
3.51639391413523,10000,9989.0
3.53639391413523,10000,9985.0
3.55639391413523,10000,9988.0
3.57639391413523,10000,10017.0
3.59639391413523,10000,10014.0
3.61639391413523,10000,9993.0
3.63639391413523,10000,9971.0
3.65639391413523,10000,10006.0
3.67639391413523,10000,9993.0
3.69639391413523,10000,10030.0
3.7163939141352302,10000,10041.0
3.7363939141352303,10000,10055.0
3.7563939141352303,10000,10060.0
3.7763939141352303,10000,10057.0
3.7963939141352303,10000,10060.0
3.8163939141352303,10000,10041.0
3.8363939141352303,10000,10048.0
3.8563939141352304,10000,10012.0
3.8763939141352304,10000,10009.0
3.8963939141352304,10000,10016.0
3.9163939141352304,10000,10024.0
3.9363939141352304,10000,10022.0
3.9563939141352304,10000,9996.0
3.9763939141352305,10000,9964.0
3.9963939141352305,10000,9961.0
4.0163939141352305,10000,9960.0
4.03639391413523,10000,9974.0
4.05639391413523,10000,9949.0
4.076393914135229,10000,9932.0
4.096393914135229,10000,9927.0
4.116393914135228,10000,9921.0
4.136393914135228,10000,9892.0
4.1563939141352275,10000,9909.0
4.176393914135227,10000,9883.0
4.196393914135227,10000,9878.0
4.216393914135226,10000,9866.0
4.236393914135226,10000,9885.0
4.256393914135225,10000,9887.0
4.276393914135225,10000,9880.0
4.2963939141352245,10000,9879.0
4.316393914135224,10000,9942.0
4.336393914135224,10000,9943.0
4.356393914135223,10000,9926.0
4.376393914135223,10000,9906.0
4.396393914135222,10000,9915.0
4.416393914135222,10000,9882.0
4.4363939141352216,10000,9891.0
4.456393914135221,10000,9883.0
4.476393914135221,10000,9903.0
4.49639391413522,10000,9912.0
4.51639391413522,10000,9888.0
4.536393914135219,10000,9897.0
4.556393914135219,10000,9885.0
4.576393914135219,10000,9910.0
4.596393914135218,10000,9901.0
4.616393914135218,10000,9897.0
4.636393914135217,10000,9898.0
4.656393914135217,10000,9886.0
4.676393914135216,10000,9919.0
4.696393914135216,10000,9920.0
4.716393914135216,10000,9910.0
4.736393914135215,10000,9910.0
4.756393914135215,10000,9903.0
4.776393914135214,10000,9915.0
4.796393914135214,10000,9928.0
4.8163939141352134,10000,9921.0
4.836393914135213,10000,9903.0
4.856393914135213,10000,9894.0
4.876393914135212,10000,9908.0
4.896393914135212,10000,9896.0
4.916393914135211,10000,9914.0
4.936393914135211,10000,9915.0
4.9563939141352105,10000,9885.0
4.97639391413521,10000,9898.0
4.99639391413521,10000,9890.0
5.016393914135209,10000,9872.0
5.036393914135209,10000,9855.0
5.056393914135208,10000,9849.0
5.076393914135208,10000,9853.0
5.0963939141352075,10000,9878.0
5.116393914135207,10000,9923.0
5.136393914135207,10000,9887.0
5.156393914135206,10000,9864.0
5.165484603623595,10000,9856.0
5.185484603623594,10000,9858.0
5.205484603623594,10000,9845.0
5.225484603623594,10000,9859.0
5.245484603623593,10000,9858.0
5.265484603623593,10000,9864.0
5.285484603623592,10000,9832.0
5.305484603623592,10000,9829.0
5.325484603623591,10000,9810.0
5.345484603623591,10000,9830.0
5.365484603623591,10000,9815.0
5.367915385324173,10000,9820.0
5.387915385324172,10000,9819.0
5.407915385324172,10000,9822.0
5.427915385324171,10000,9829.0
5.447915385324171,10000,9817.0
5.450509721349562,10000,9819.0
5.4565220020419,10000,9823.0
5.476522002041899,10000,9809.0
5.496522002041899,10000,9807.0
5.516522002041898,10000,9799.0
5.526473263052633,10000,9820.0
5.546473263052633,10000,9841.0
5.566473263052632,10000,9829.0
5.586473263052632,10000,9844.0
5.6037554188016,10000,9824.0
5.6237554188016,10000,9836.0
5.643755418801599,10000,9832.0
5.663755418801599,10000,9853.0
5.683755418801598,10000,9852.0
5.703755418801598,10000,9869.0
5.7237554188015975,10000,9873.0
5.743755418801597,10000,9909.0
5.763755418801597,10000,9924.0
5.783755418801596,10000,9935.0
5.803755418801596,10000,9942.0
5.823755418801595,10000,9926.0
5.843755418801595,10000,9937.0
5.863755418801595,10000,9958.0
5.883755418801594,10000,9964.0
5.903755418801594,10000,9963.0
5.923755418801593,10000,10006.0
5.943755418801593,10000,9976.0
5.963755418801592,10000,9984.0
5.983755418801592,10000,9969.0
6.003755418801592,10000,9968.0
6.023755418801591,10000,9938.0
6.043755418801591,10000,9970.0
6.06375541880159,10000,9992.0
6.08375541880159,10000,10007.0
6.1037554188015894,10000,9972.0
6.123755418801589,10000,9975.0
6.143755418801589,10000,9970.0
6.163755418801588,10000,9970.0
6.183755418801588,10000,9938.0
6.203755418801587,10000,9933.0
6.223755418801587,10000,9974.0
6.2437554188015865,10000,9963.0
6.263755418801586,10000,9949.0
6.283755418801586,10000,9943.0
6.303755418801585,10000,9963.0
6.323755418801585,10000,9980.0
6.343755418801584,10000,9993.0
6.363755418801584,10000,9990.0
6.3837554188015835,10000,9998.0
6.403755418801583,10000,9945.0
6.423755418801583,10000,9952.0
6.443755418801582,10000,9947.0
6.463755418801582,10000,9947.0
6.483755418801581,10000,9935.0
6.503755418801581,10000,9924.0
6.5237554188015805,10000,9938.0
6.54375541880158,10000,9962.0
6.56375541880158,10000,9957.0
6.583755418801579,10000,9934.0
6.584637629475803,10000,9937.0
6.6046376294758025,10000,9942.0
6.624637629475802,10000,9976.0
6.644637629475802,10000,9975.0
6.664637629475801,10000,9966.0
6.684637629475801,10000,9952.0
6.7046376294758,10000,9947.0
6.7246376294758,10000,9940.0
6.7446376294757995,10000,9939.0
6.764637629475799,10000,9928.0
6.784637629475799,10000,9948.0
6.804637629475798,10000,9977.0
6.824637629475798,10000,9970.0
6.844637629475797,10000,9984.0
6.864637629475797,10000,9975.0
6.8846376294757965,10000,9929.0
6.904637629475796,10000,9917.0
6.924637629475796,10000,9902.0
6.944637629475795,10000,9915.0
6.964637629475795,10000,9894.0
6.984637629475794,10000,9905.0
7.004637629475794,10000,9920.0
7.0246376294757935,10000,9903.0
7.044637629475793,10000,9878.0
7.064637629475793,10000,9885.0
7.084637629475792,10000,9870.0
7.104637629475792,10000,9876.0
7.124637629475791,10000,9878.0
7.144637629475791,10000,9862.0
7.1646376294757905,10000,9857.0
7.18463762947579,10000,9845.0
7.20463762947579,10000,9869.0
7.224637629475789,10000,9889.0
7.244637629475789,10000,9896.0
7.257227924159228,10000,9900.0
7.277227924159227,10000,9907.0
7.27846165683407,10000,9914.0
7.280773368017583,10000,9920.0
7.300773368017582,10000,9942.0
7.320773368017582,10000,9928.0
7.340773368017581,10000,9949.0
7.360773368017581,10000,9921.0
7.38077336801758,10000,9916.0
7.40077336801758,10000,9896.0
7.41897590627483,10000,9881.0
7.4389759062748295,10000,9885.0
7.458975906274829,10000,9895.0
7.478975906274829,10000,9907.0
7.498975906274828,10000,9910.0
7.518975906274828,10000,9916.0
7.538975906274827,10000,9919.0
7.554903816936897,10000,9888.0
7.574903816936897,10000,9867.0
7.589775017598461,10000,9895.0
7.600455563212066,10000,9892.0
7.620455563212065,10000,9903.0
7.633221746384629,10000,9895.0
7.637296828087082,10000,9881.0
7.657296828087081,10000,9946.0
7.677296828087081,10000,9923.0
7.69729682808708,10000,9897.0
7.71729682808708,10000,9896.0
7.7372968280870795,10000,9904.0
7.757296828087079,10000,9901.0
7.777296828087079,10000,9915.0
7.797296828087078,10000,9931.0
7.817296828087078,10000,9939.0
7.836264793930257,10000,9930.0
7.856264793930257,10000,9923.0
7.876264793930257,10000,9914.0
7.896264793930256,10000,9934.0
7.90423932487224,10000,9937.0
7.924239324872239,10000,9949.0
7.944239324872239,10000,9941.0
7.95330971112477,10000,9939.0
7.973309711124769,10000,9955.0
7.993309711124769,10000,9955.0
8.01330971112477,10000,9957.0
8.033309711124769,10000,9959.0
8.047472817908098,10000,9947.0
8.067472817908097,10000,9970.0
8.074554785209916,10000,9977.0
8.094554785209915,10000,9921.0
8.100258262612396,10000,9926.0
8.120258262612396,10000,9896.0
8.140258262612395,10000,9887.0
8.160258262612395,10000,9902.0
8.180258262612394,10000,9893.0
8.181218450689029,10000,9892.0
8.201218450689028,10000,9924.0
8.221218450689028,10000,9912.0
8.240943160971996,10000,9929.0
8.260943160971996,10000,9955.0
8.262783371729943,10000,9958.0
8.282783371729943,10000,9958.0
8.302783371729943,10000,9973.0
8.322783371729942,10000,9973.0
8.342783371729942,10000,9970.0
8.362783371729941,10000,9972.0
8.382783371729941,10000,9985.0
8.39476763791755,10000,9988.0
8.41476763791755,10000,9939.0
8.434767637917549,10000,9907.0
8.454767637917548,10000,9959.0
8.474767637917548,10000,9937.0
8.494767637917548,10000,9915.0
8.514767637917547,10000,9939.0
8.534767637917547,10000,9939.0
8.554767637917546,10000,9921.0
8.574767637917546,10000,9919.0
8.594767637917545,10000,9932.0
8.614767637917545,10000,9900.0
8.634767637917545,10000,9899.0
8.654767637917544,10000,9895.0
8.674767637917544,10000,9924.0
8.694767637917543,10000,9896.0
8.714767637917543,10000,9876.0
8.734767637917543,10000,9901.0
8.754767637917542,10000,9936.0
8.763324033070765,10000,9947.0
8.777895889277836,10000,9917.0
8.797895889277836,10000,9868.0
8.817895889277835,10000,9848.0
8.837895889277835,10000,9843.0
8.857895889277835,10000,9868.0
8.877895889277834,10000,9885.0
8.892717460670028,10000,9889.0
8.900453565888524,10000,9888.0
8.920453565888524,10000,9889.0
8.92831592025575,10000,9875.0
8.94831592025575,10000,9878.0
8.960217891892796,10000,9881.0
8.980217891892796,10000,9901.0
9.000217891892795,10000,9909.0
9.006567128246873,10000,9898.0
9.026567128246873,10000,9912.0
9.043294941209801,10000,9930.0
9.048197749870033,10000,9928.0
9.068197749870032,10000,9907.0
9.088197749870032,10000,9896.0
9.108197749870032,10000,9859.0
9.128197749870031,10000,9852.0
9.14819774987003,10000,9840.0
9.162703124838032,10000,9840.0
9.182703124838032,10000,9852.0
9.202703124838031,10000,9847.0
9.204228237797007,10000,9857.0
9.224228237797007,10000,9881.0
9.244228237797007,10000,9863.0
9.264228237797006,10000,9845.0
9.284228237797006,10000,9869.0
9.291030957383569,10000,9854.0
9.311030957383569,10000,9830.0
9.331030957383568,10000,9851.0
9.34379356735934,10000,9855.0
9.361850212779888,10000,9854.0
9.381850212779888,10000,9864.0
9.401850212779888,10000,9898.0
9.421850212779887,10000,9880.0
9.435327086889572,10000,9881.0
9.455327086889572,10000,9928.0
9.475327086889571,10000,9939.0
9.49532708688957,10000,9895.0
9.51532708688957,10000,9902.0
9.53532708688957,10000,9913.0
9.5438273469581,10000,9924.0
9.5638273469581,10000,9907.0
9.583827346958099,10000,9898.0
9.583975386687621,10000,9895.0
9.60397538668762,10000,9930.0
9.62397538668762,10000,9920.0
9.64397538668762,10000,9935.0
9.66397538668762,10000,9952.0
9.683975386687619,10000,9953.0
9.703975386687619,10000,9942.0
9.723975386687618,10000,9936.0
9.743975386687618,10000,9938.0
9.763975386687617,10000,9948.0
9.783975386687617,10000,9939.0
9.785648952913327,10000,9936.0
9.79893525823283,10000,9956.0
9.81893525823283,10000,9957.0
9.83893525823283,10000,9953.0
9.85893525823283,10000,9950.0
9.87893525823283,10000,9929.0
9.898935258232829,10000,9912.0
9.918935258232828,10000,9916.0
9.938935258232828,10000,9972.0
9.958935258232827,10000,9964.0
9.978935258232827,10000,9957.0
9.998935258232827,10000,9895.0
10.018935258232826,10000,9922.0
10.038935258232826,10000,9952.0
10.046227490456518,10000,9936.0
10.066227490456518,10000,9939.0
10.08028551805422,10000,9944.0
10.10028551805422,10000,9941.0
10.120285518054219,10000,9964.0
10.140285518054219,10000,9955.0
10.160285518054218,10000,9906.0
10.180285518054218,10000,9901.0
10.200285518054217,10000,9914.0
10.220285518054217,10000,9933.0
10.240285518054216,10000,9916.0
10.260285518054216,10000,9915.0
10.280285518054216,10000,9933.0
10.300285518054215,10000,9908.0
10.320285518054215,10000,9864.0
10.340285518054214,10000,9859.0
10.360285518054214,10000,9862.0
10.380285518054214,10000,9861.0
10.381207478620158,10000,9859.0
10.401207478620158,10000,9847.0
10.421207478620158,10000,9840.0
10.441207478620157,10000,9789.0
10.461207478620157,10000,9823.0
10.481207478620156,10000,9818.0
10.501207478620156,10000,9836.0
10.521207478620155,10000,9822.0
10.541207478620155,10000,9777.0
10.561207478620155,10000,9758.0
10.568074693863768,10000,9762.0
10.588074693863767,10000,9723.0
10.608074693863767,10000,9735.0
10.628074693863766,10000,9698.0
10.648074693863766,10000,9723.0
10.668074693863765,10000,9714.0
10.688074693863765,10000,9693.0
10.708074693863765,10000,9706.0
10.728074693863764,10000,9709.0
10.733773064945524,10000,9715.0
10.753773064945523,10000,9761.0
10.773773064945523,10000,9782.0
10.793773064945523,10000,9796.0
10.813773064945522,10000,9761.0
10.833773064945522,10000,9736.0
10.853773064945521,10000,9732.0
10.865545058782256,10000,9752.0
10.872965668155267,10000,9760.0
10.892965668155266,10000,9814.0
10.912965668155266,10000,9819.0
10.932965668155266,10000,9829.0
10.952965668155265,10000,9821.0
10.972965668155265,10000,9810.0
10.992965668155264,10000,9837.0
11.012225117553081,10000,9837.0
11.03222511755308,10000,9824.0
11.05222511755308,10000,9832.0
11.07222511755308,10000,9852.0
11.09222511755308,10000,9840.0
11.100534211370842,10000,9844.0
11.120534211370842,10000,9859.0
11.140534211370841,10000,9857.0
11.160534211370841,10000,9868.0
11.18053421137084,10000,9930.0
11.20053421137084,10000,9960.0
11.22053421137084,10000,9972.0
11.24053421137084,10000,9977.0
11.260534211370839,10000,9959.0
11.280534211370838,10000,9936.0
11.300534211370838,10000,9912.0
11.320534211370838,10000,9932.0
11.334513484493648,10000,9901.0
11.354513484493648,10000,9920.0
11.374513484493647,10000,9917.0
11.394513484493647,10000,9911.0
11.414513484493646,10000,9934.0
11.434513484493646,10000,9952.0
11.454513484493646,10000,9966.0
11.474513484493645,10000,9955.0
11.494513484493645,10000,9972.0
11.514513484493644,10000,9967.0
11.534513484493644,10000,9983.0
11.554513484493643,10000,9982.0
11.574513484493643,10000,10029.0
11.594513484493643,10000,10012.0
11.614513484493642,10000,9985.0
11.634513484493642,10000,9973.0
11.654513484493641,10000,9972.0
11.674513484493641,10000,9939.0
11.69451348449364,10000,9928.0
11.71451348449364,10000,9914.0
11.73451348449364,10000,9902.0
11.75451348449364,10000,9929.0
11.774513484493639,10000,9932.0
11.794513484493638,10000,9955.0
11.814513484493638,10000,9998.0
11.834513484493637,10000,9965.0
11.854513484493637,10000,9969.0
11.874513484493637,10000,9971.0
11.884721175633354,10000,9967.0
11.904721175633354,10000,9992.0
11.912869906672238,10000,9990.0
11.932869906672238,10000,10001.0
11.952869906672237,10000,10012.0
11.972869906672237,10000,10020.0
11.992869906672237,10000,10008.0
12.012869906672236,10000,10025.0
12.032869906672236,10000,10024.0
12.052869906672235,10000,10024.0
12.072869906672235,10000,10039.0
12.092869906672234,10000,10052.0
12.112869906672234,10000,10070.0
12.132869906672234,10000,10090.0
12.152869906672233,10000,10113.0
12.172869906672233,10000,10138.0
12.192869906672232,10000,10121.0
12.212869906672232,10000,10145.0
12.232869906672232,10000,10122.0
12.252869906672231,10000,10158.0
12.27286990667223,10000,10160.0
12.29286990667223,10000,10177.0
12.31286990667223,10000,10137.0
12.33286990667223,10000,10170.0
12.352869906672229,10000,10154.0
12.372869906672229,10000,10139.0
12.392869906672228,10000,10130.0
12.412869906672228,10000,10132.0
12.432869906672227,10000,10174.0
12.452869906672227,10000,10190.0
12.472869906672226,10000,10181.0
12.492869906672226,10000,10196.0
12.512869906672226,10000,10212.0
12.532869906672225,10000,10192.0
12.552869906672225,10000,10228.0
12.572869906672224,10000,10228.0
12.592869906672224,10000,10219.0
12.612869906672223,10000,10209.0
12.632869906672223,10000,10187.0
12.652869906672223,10000,10193.0
12.660074249410593,10000,10208.0
12.680074249410593,10000,10202.0
12.700074249410592,10000,10209.0
12.720074249410592,10000,10208.0
12.740074249410592,10000,10230.0
12.760074249410591,10000,10199.0
12.78007424941059,10000,10199.0
12.80007424941059,10000,10151.0
12.82007424941059,10000,10133.0
12.84007424941059,10000,10110.0
12.860074249410589,10000,10081.0
12.880074249410589,10000,10071.0
12.900074249410588,10000,10091.0
12.920074249410588,10000,10112.0
12.940074249410587,10000,10116.0
12.960074249410587,10000,10090.0
12.980074249410587,10000,10088.0
13.000074249410586,10000,10088.0
13.020074249410586,10000,10104.0
13.040074249410585,10000,10095.0
13.060074249410585,10000,10104.0
13.080074249410584,10000,10110.0
13.100074249410584,10000,10095.0
13.120074249410584,10000,10090.0
13.140074249410583,10000,10067.0
13.160074249410583,10000,10056.0
13.180074249410582,10000,10071.0
13.200074249410582,10000,10059.0
13.220074249410581,10000,10050.0
13.240074249410581,10000,10029.0
13.26007424941058,10000,10023.0
13.28007424941058,10000,10016.0
13.30007424941058,10000,9989.0
13.32007424941058,10000,10008.0
13.340074249410579,10000,10034.0
13.360074249410578,10000,10037.0
13.380074249410578,10000,10048.0
13.400074249410578,10000,10046.0
13.420074249410577,10000,10051.0
13.440074249410577,10000,10024.0
13.460074249410576,10000,10020.0
13.480074249410576,10000,9994.0
13.500074249410575,10000,9975.0
13.520074249410575,10000,9975.0
13.540074249410575,10000,9968.0
13.560074249410574,10000,9991.0
13.580074249410574,10000,9994.0
13.600074249410573,10000,9996.0
13.620074249410573,10000,10009.0
13.640074249410572,10000,10030.0
13.660074249410572,10000,10037.0
13.680074249410572,10000,10061.0
13.700074249410571,10000,10031.0
13.702746984789677,10000,10024.0
13.722746984789676,10000,10030.0
13.742746984789676,10000,10062.0
13.762746984789676,10000,10058.0
13.782746984789675,10000,10068.0
13.791816826957799,10000,10070.0
13.811816826957799,10000,10030.0
13.831816826957798,10000,9984.0
13.851816826957798,10000,9985.0
13.871816826957797,10000,10015.0
13.891816826957797,10000,10004.0
13.904812925679941,10000,10024.0
13.924812925679941,10000,10041.0
13.94481292567994,10000,10047.0
13.96481292567994,10000,10052.0
13.98481292567994,10000,10052.0
14.00481292567994,10000,10063.0
14.024812925679939,10000,10039.0
14.044812925679938,10000,10059.0
14.064812925679938,10000,10038.0
14.084812925679937,10000,10026.0
14.104812925679937,10000,10010.0
14.124812925679937,10000,10008.0
14.144812925679936,10000,9977.0
14.164812925679936,10000,9954.0
14.184812925679935,10000,9953.0
14.204812925679935,10000,9955.0
14.224812925679934,10000,9962.0
14.244812925679934,10000,9983.0
14.264812925679934,10000,9951.0
14.284812925679933,10000,9954.0
14.304812925679933,10000,9988.0
14.324812925679932,10000,9993.0
14.344812925679932,10000,10016.0
14.364812925679932,10000,10008.0
14.380996283015023,10000,10007.0
14.400996283015022,10000,10010.0
14.420996283015022,10000,10013.0
14.440996283015021,10000,10026.0
14.460996283015021,10000,10023.0
14.48099628301502,10000,10004.0
14.50099628301502,10000,10014.0
14.52099628301502,10000,10020.0
14.53932176586494,10000,9980.0
14.55932176586494,10000,9972.0
14.57932176586494,10000,9974.0
14.59932176586494,10000,9955.0
14.619321765864939,10000,9938.0
14.639321765864938,10000,9978.0
14.659321765864938,10000,9999.0
14.679321765864938,10000,10009.0
14.699321765864937,10000,10016.0
14.719321765864937,10000,10009.0
14.725615095975906,10000,9986.0
14.745615095975905,10000,9978.0
14.765615095975905,10000,9983.0
14.770597616196037,10000,9975.0
14.774812781714143,10000,9975.0
14.794812781714143,10000,9985.0
14.814812781714142,10000,9995.0
14.826809909127268,10000,9998.0
14.846809909127268,10000,9988.0
14.854747979161418,10000,10010.0
14.855201068295326,10000,10011.0
14.866653314958727,10000,10038.0
14.886653314958727,10000,10050.0
14.906653314958726,10000,10064.0
14.914265268247016,10000,10062.0
14.934265268247016,10000,10120.0
14.954265268247015,10000,10155.0
14.974265268247015,10000,10137.0
14.994265268247014,10000,10156.0
15.014265268247014,10000,10124.0
15.034265268247013,10000,10117.0
15.054265268247013,10000,10141.0
15.074265268247013,10000,10170.0
15.094265268247012,10000,10198.0
15.114265268247012,10000,10238.0
15.134265268247011,10000,10261.0
15.154265268247011,10000,10233.0
15.17426526824701,10000,10211.0
15.19426526824701,10000,10230.0
15.20419366284545,10000,10238.0
15.22419366284545,10000,10264.0
15.22751027787728,10000,10268.0
15.24751027787728,10000,10260.0
15.26751027787728,10000,10211.0
15.28751027787728,10000,10223.0
15.290662859356328,10000,10219.0
15.29740421185581,10000,10228.0
15.305862378063965,10000,10217.0
15.325862378063965,10000,10238.0
15.327636170649779,10000,10245.0
15.344544408776297,10000,10250.0
15.364544408776297,10000,10249.0
15.384544408776296,10000,10259.0
15.404544408776296,10000,10256.0
15.404896145364985,10000,10256.0
15.424896145364984,10000,10281.0
15.444896145364984,10000,10279.0
15.464896145364984,10000,10284.0
15.484896145364983,10000,10275.0
15.504896145364983,10000,10307.0
15.524896145364982,10000,10320.0
15.544896145364982,10000,10303.0
15.564896145364981,10000,10297.0
15.584896145364981,10000,10221.0
15.60489614536498,10000,10196.0
15.62489614536498,10000,10201.0
15.64489614536498,10000,10204.0
15.66489614536498,10000,10192.0
15.684896145364979,10000,10159.0
15.704896145364978,10000,10149.0
15.724896145364978,10000,10145.0
15.744896145364978,10000,10123.0
15.764896145364977,10000,10116.0
15.772741719509726,10000,10100.0
15.792741719509726,10000,10092.0
15.812741719509726,10000,10065.0
15.832741719509725,10000,10031.0
15.839684820208376,10000,10041.0
15.841408743484015,10000,10037.0
15.861408743484015,10000,10046.0
15.881408743484014,10000,10038.0
15.8937744731207,10000,10035.0
15.9137744731207,10000,10045.0
15.9337744731207,10000,10036.0
15.943150414644812,10000,10017.0
15.94388023914687,10000,10019.0
15.963880239146869,10000,10028.0
15.983880239146869,10000,10023.0
16.00388023914687,10000,10007.0
16.02388023914687,10000,10030.0
16.04388023914687,10000,10040.0
16.06388023914687,10000,10067.0
16.068896018814627,10000,10078.0
16.088896018814626,10000,10037.0
16.10571642932068,10000,10051.0
16.110403531771038,10000,10036.0
16.130403531771037,10000,10030.0
16.150403531771037,10000,10046.0
