# data to see the effect of the paramenter N_tilde on the population
# size in simulations with spatial algorithm
#
# N_tilde: constant at 10000
# fitness: static increasing
# number of genotipic classes: 4
# resolution of the 'world': 16
# 
t,N_tilde,N
0.02,10000,9991.0
0.04,10000,9987.0
0.06,10000,9981.0
0.08,10000,10019.0
0.1,10000,10015.0
0.12000000000000001,10000,10002.0
0.14,10000,10016.0
0.16,10000,9990.0
0.18,10000,9989.0
0.19999999999999998,10000,10003.0
0.21999999999999997,10000,9971.0
0.23999999999999996,10000,10006.0
0.25999999999999995,10000,10022.0
0.27999999999999997,10000,10024.0
0.3,10000,9984.0
0.32,10000,9994.0
0.34,10000,9967.0
0.36000000000000004,10000,9935.0
0.38000000000000006,10000,9916.0
0.4000000000000001,10000,9927.0
0.4200000000000001,10000,9937.0
0.4400000000000001,10000,9958.0
0.46000000000000013,10000,10007.0
0.48000000000000015,10000,10006.0
0.5000000000000001,10000,10034.0
0.5200000000000001,10000,10057.0
0.5400000000000001,10000,10071.0
0.5600000000000002,10000,10067.0
0.5800000000000002,10000,10076.0
0.6000000000000002,10000,10066.0
0.6200000000000002,10000,10067.0
0.6400000000000002,10000,10071.0
0.6600000000000003,10000,10066.0
0.6800000000000003,10000,10050.0
0.7000000000000003,10000,10061.0
0.7200000000000003,10000,10045.0
0.7400000000000003,10000,10026.0
0.7600000000000003,10000,10016.0
0.7800000000000004,10000,10014.0
0.8000000000000004,10000,9988.0
0.8200000000000004,10000,9994.0
0.8400000000000004,10000,10027.0
0.8600000000000004,10000,10027.0
0.8800000000000004,10000,9984.0
0.9000000000000005,10000,9975.0
0.9200000000000005,10000,10015.0
0.9400000000000005,10000,10022.0
0.9600000000000005,10000,10022.0
0.9800000000000005,10000,10022.0
1.0000000000000004,10000,10016.0
1.0200000000000005,10000,9986.0
1.0400000000000005,10000,9981.0
1.0600000000000005,10000,10015.0
1.0800000000000005,10000,9973.0
1.1000000000000005,10000,9954.0
1.1200000000000006,10000,9938.0
1.1400000000000006,10000,9933.0
1.1600000000000006,10000,9922.0
1.1800000000000006,10000,9907.0
1.2000000000000006,10000,9941.0
1.2200000000000006,10000,9962.0
1.2400000000000007,10000,9949.0
1.2600000000000007,10000,9925.0
1.2800000000000007,10000,9949.0
1.3000000000000007,10000,9918.0
1.3200000000000007,10000,9954.0
1.3400000000000007,10000,9938.0
1.3600000000000008,10000,9928.0
1.3800000000000008,10000,9927.0
1.4000000000000008,10000,9931.0
1.4200000000000008,10000,9945.0
1.4400000000000008,10000,9965.0
1.4600000000000009,10000,9947.0
1.4800000000000009,10000,9931.0
1.5000000000000009,10000,9944.0
1.520000000000001,10000,9938.0
1.540000000000001,10000,9974.0
1.560000000000001,10000,9991.0
1.580000000000001,10000,10011.0
1.600000000000001,10000,10016.0
1.620000000000001,10000,10001.0
1.640000000000001,10000,10023.0
1.660000000000001,10000,10003.0
1.680000000000001,10000,9993.0
1.700000000000001,10000,9973.0
1.720000000000001,10000,9989.0
1.740000000000001,10000,9984.0
1.7600000000000011,10000,9988.0
1.7800000000000011,10000,10013.0
1.8000000000000012,10000,10020.0
1.8100121859069915,10000,10014.0
1.8300121859069916,10000,10016.0
1.8500121859069916,10000,10020.0
1.8700121859069916,10000,10031.0
1.8900121859069916,10000,10034.0
1.9100121859069916,10000,10038.0
1.9300121859069916,10000,10010.0
1.9500121859069917,10000,10046.0
1.9700121859069917,10000,10047.0
1.9900121859069917,10000,10029.0
2.0100121859069917,10000,10046.0
2.0300121859069917,10000,10059.0
2.0500121859069917,10000,10066.0
2.0700121859069918,10000,10059.0
2.090012185906992,10000,10046.0
2.110012185906992,10000,10027.0
2.130012185906992,10000,10047.0
2.150012185906992,10000,10083.0
2.170012185906992,10000,10074.0
2.190012185906992,10000,10053.0
2.210012185906992,10000,10054.0
2.230012185906992,10000,10084.0
2.250012185906992,10000,10071.0
2.270012185906992,10000,10059.0
2.290012185906992,10000,10084.0
2.310012185906992,10000,10074.0
2.3190475476957246,10000,10069.0
2.3390475476957246,10000,10040.0
2.3590475476957247,10000,10046.0
2.3790475476957247,10000,10049.0
2.3990475476957247,10000,10028.0
2.4190475476957247,10000,10044.0
2.4390475476957247,10000,10031.0
2.4590475476957248,10000,10035.0
2.4790475476957248,10000,10053.0
2.499047547695725,10000,10076.0
2.5059210690261478,10000,10054.0
2.523514734582608,10000,10087.0
2.543514734582608,10000,10074.0
2.563514734582608,10000,10099.0
2.583514734582608,10000,10067.0
2.603514734582608,10000,10078.0
2.623514734582608,10000,10088.0
2.643514734582608,10000,10098.0
2.655710336775114,10000,10109.0
2.675710336775114,10000,10108.0
2.695710336775114,10000,10125.0
2.715710336775114,10000,10151.0
2.735710336775114,10000,10154.0
2.755710336775114,10000,10135.0
