# data for final state of spatial model to check mutual influence
# among neighbour areas' distributions
# 
# number of genotipic classes: 4
# N_tilde: fixed to 1000000
# fitness landscape: static increasing
# resolution: 100
# 
simulation_time,elapsed_time,state_area1,state_area2,state_area3,state_area4,state_area5,state_area6,state_area7,state_area8,state_area9,state_area10,state_area11,state_area12,state_area13,state_area14,state_area15,state_area16,state_area17,state_area18,state_area19,state_area20,state_area21,state_area22,state_area23,state_area24,state_area25,state_area26,state_area27,state_area28,state_area29,state_area30,state_area31,state_area32,state_area33,state_area34,state_area35,state_area36,state_area37,state_area38,state_area39,state_area40,state_area41,state_area42,state_area43,state_area44,state_area45,state_area46,state_area47,state_area48,state_area49,state_area50,state_area51,state_area52,state_area53,state_area54,state_area55,state_area56,state_area57,state_area58,state_area59,state_area60,state_area61,state_area62,state_area63,state_area64,state_area65,state_area66,state_area67,state_area68,state_area69,state_area70,state_area71,state_area72,state_area73,state_area74,state_area75,state_area76,state_area77,state_area78,state_area79,state_area80,state_area81,state_area82,state_area83,state_area84,state_area85,state_area86,state_area87,state_area88,state_area89,state_area90,state_area91,state_area92,state_area93,state_area94,state_area95,state_area96,state_area97,state_area98,state_area99,state_area100,state_world
497.16854265876594,1162.831701040268,[4420. 5672.   15.    0.    0.],[1587. 8212.  359.    0.    0.],[1.923e+03 8.056e+03 2.240e+02 1.000e+00 0.000e+00],[3731. 6593.    0.    0.    0.],[2968. 6163.  804.    0.    0.],[4867. 5115.  168.    0.    0.],[12591.     0.     0.     0.     0.],[5272. 4784.    0.    0.    0.],[2439. 7334.  274.    0.    0.],[2401. 6943.  543.    0.    0.],[2481. 7479.   71.    8.    0.],[3250. 6866.    0.    0.    0.],[4362. 5518.  180.    0.    0.],[3621. 5125. 1234.    0.    0.],[6114. 4240.    0.    0.    0.],[12782.     0.     0.     0.     0.],[4967. 5062.    0.    0.    0.],[3125. 6805.    0.    0.    0.],[4.108e+03 5.562e+03 5.640e+02 2.000e+00 0.000e+00],[3509. 5572.  759.    0.    0.],[3090. 6169.  713.    0.    0.],[2.635e+03 7.568e+03 0.000e+00 3.200e+01 1.000e+00],[4119. 5364.  601.    0.    0.],[5405. 3824.  924.    0.    0.],[5.057e+03 4.416e+03 5.650e+02 1.000e+00 0.000e+00],[12339.     0.     0.     0.     0.],[6715. 3232.    0.    0.    0.],[5.918e+03 3.957e+03 6.100e+01 1.000e+00 0.000e+00],[5783. 4652.    0.    0.    0.],[4513. 5793.    0.    0.    0.],[2761. 7580.    0.    0.    0.],[4716. 5785.    0.    0.    0.],[3424. 5681.  994.    0.    0.],[4159. 5263.  429.    0.    0.],[4504. 5801.    0.    0.    0.],[12992.     0.     0.     0.     0.],[6808. 3177.    0.    0.    0.],[12903.     0.     0.     0.     0.],[7.095e+03 2.274e+03 5.610e+02 1.000e+00 0.000e+00],[4312. 4888.  779.    0.    0.],[2505. 6169. 1341.   30.    0.],[2744. 5934. 1336.    0.    0.],[4453. 5983.    0.    0.    0.],[2.669e+03 6.734e+03 6.090e+02 5.000e+00 0.000e+00],[3.890e+03 5.835e+03 2.660e+02 4.000e+00 0.000e+00],[5581. 4564.    0.    0.    0.],[6797. 3398.    0.    0.    0.],[5939. 4343.    0.    0.    0.],[5852. 4171.   19.    0.    0.],[6930. 3497.    0.    0.    0.],[3415. 5386. 1099.    6.    0.],[3533. 6363.  129.    0.    0.],[5014. 4072.  920.    0.    0.],[3689. 6579.    0.    0.    0.],[3.118e+03 7.035e+03 0.000e+00 2.000e+00 0.000e+00],[3520. 5620.  885.    0.    0.],[3673. 5960.  196.    0.    0.],[4635. 5373.   40.    0.    0.],[3994. 5594.  374.    0.    0.],[5299. 3761.  745.   16.    0.],[3055. 6297.  759.    0.    0.],[3969. 6608.    0.    0.    0.],[5204. 4219.  486.    0.    0.],[14785.     0.     0.     0.     0.],[3360. 5793.  875.    8.    0.],[2688. 6819.  435.    0.    0.],[4052. 5591.  334.    6.    0.],[3458. 6732.    0.    0.    0.],[6515. 3078.  462.   33.    0.],[4874. 4353.  768.    0.    0.],[3639. 5735.  610.    9.    0.],[4274. 6384.    0.    0.    0.],[11708.     0.  2208.     0.     0.],[2711. 6856.  437.    0.    0.],[1.495e+03 8.023e+03 3.700e+02 5.000e+00 0.000e+00],[2807. 6746.  517.    0.    0.],[2683. 6844.  367.    0.    0.],[15339.     0.     0.     0.     0.],[3769. 5978.  372.    0.    0.],[4317. 5456.  162.    0.    0.],[1.038e+03 8.057e+03 8.040e+02 4.000e+00 0.000e+00],[4582. 4920.  353.   25.    0.],[5777. 4458.    0.    0.    0.],[3400. 6822.    0.    0.    0.],[3332. 6689.  135.    0.    0.],[3221. 6488.  325.    0.    0.],[1.539e+03 8.069e+03 3.970e+02 6.000e+00 0.000e+00],[4416. 4709. 1067.    0.    0.],[4221. 5356.  465.    0.    0.],[3763. 6624.    0.    0.    0.],[3496. 5713.  656.    0.    0.],[13628.     0.     0.     0.     0.],[6781. 3350.    0.    0.    0.],[2122. 7861.  180.    0.    0.],[2377. 7203.  252.    0.    0.],[3242. 6703.   78.    0.    0.],[3737. 6000.  161.    0.    0.],[3740. 5772.  546.    0.    0.],[3629. 5662.  778.    0.    0.],[5735. 3466.  699.    0.    0.],[4.85494e+05 5.18330e+05 3.48390e+04 2.05000e+02 1.00000e+00]
